unique-kataifi-8d2aac.netlify.app,malicious,"恶意软件分发, 网络钓鱼",域名被Palo Alto防火墙标记为恶意软件且访问被拦截，同时存在Whois信息缺失、邮件安全机制缺失、SSL证书缺失等高风险特征。,2025-08-06 14:52:41
deathmatchuk.com,malicious,"恶意软件, C2服务器",域名被Palo Alto防火墙标记为恶意软件，且存在频繁更换DNS服务、IP地址及注册信息隐藏等异常行为，高度疑似用于恶意活动。,2025-08-06 14:53:33
cdn.buu.sh,malicious,"网络钓鱼, 垃圾邮件, C2服务器",域名注册信息完全隐藏，缺乏邮件安全配置，SSL证书异常，结合网站返回的文件上传错误信息暴露服务器逻辑，存在高风险恶意行为特征。,2025-08-06 14:55:10
cerni-mix-01174839212-snort-20.resourcemaster.net,malicious,"C2服务器, 垃圾邮件, 钓鱼网站",域名包含DGA特征、解析至高风险IP、被防火墙标记为恶意软件且缺乏邮件安全配置，综合判断为恶意域名,2025-08-06 14:55:55
affordableasphalt-paving.com,malicious,"钓鱼网站, 恶意软件分发",域名被防火墙标记为恶意软件，注册信息异常、DNS频繁变更、缺乏邮件安全配置及SSL证书不匹配，综合指标指向恶意用途。,2025-08-06 14:56:52
64service.netlify.app,malicious,恶意软件,域名被Palo Alto防火墙直接标记为恶意软件，且存在Whois信息缺失、无邮件安全配置、无SSL证书及DNS解析异常等高风险特征。,2025-08-06 14:57:33
78-31-250-161.hinet-ip.hinet.net,malicious,"C2服务器, 僵尸网络",域名存在DGA生成特征、IP归属矛盾、DNSSEC未启用、邮件安全缺失及注册信息不透明等多维度异常，高度疑似用于恶意通信和隐蔽攻击。,2025-08-06 14:58:48
support-elusa.6g.in,malicious,"钓鱼网站, 垃圾邮件",域名状态异常、DNS解析异常、邮件安全配置不足及网站无法访问，存在高风险恶意行为特征。,2025-08-06 14:59:46
unext.am.in,malicious,"垃圾邮件, 钓鱼网站",域名状态异常且注册信息缺失，DNS解析频繁变动并指向多国IP，邮件安全策略不完善（缺乏DMARC/DKIM），网站无法访问且存在隐蔽性风险，综合指向恶意用途可能性较高。,2025-08-06 15:00:46
kb43.jiayoutk.top,malicious,"钓鱼网站, 垃圾邮件, C2服务器",域名存在隐私保护、异常状态（pendingDelete/serverHold）、DNS解析失效、缺乏邮件安全配置及SSL证书过期等多重风险特征，且子域名结构符合恶意域名常见模式。,2025-08-06 15:01:30
main.minefarm19.o-r.kr,malicious,"垃圾邮件, 挖矿, C2服务器",域名存在注册信息缺失、IP地理位置矛盾、缺乏邮件安全配置及SSL证书等异常，且子域名指向多服务商关联IP，结合' minefarm'命名特征，高度疑似用于隐蔽恶意活动。,2025-08-06 15:02:21
balistat.lol,malicious,钓鱼网站,域名注册信息不完整、域名状态异常、DNS解析不完整、邮件安全配置缺失，存在潜在恶意用途风险。,2025-08-06 15:03:06
louisvuitton.mom,malicious,"钓鱼网站, 品牌仿冒",域名高度模仿奢侈品牌Louis Vuitton，注册信息高度隐私化，DNS解析异常且未配置邮件安全机制，存在钓鱼和品牌仿冒风险。,2025-08-06 15:22:34
